;0;1;2
208;1.6524185;0.5523457;18.661371
209;2.637292;-9.035333;3.4617436
210;-20.019262;-13.040857;-9.34178
211;5.834113;-18.539959;13.043285
212;2.0348115;-19.755438;8.549007
213;-9.496224;9.269975;1.6721474
214;8.415907;-8.514745;-2.7588596
215;21.873354;2.6562667;6.1532526
216;-3.7125127;14.594518;-2.3647964
217;-7.978248;-4.744569;16.516003
218;-0.41970778;-5.167855;9.728711
219;-2.002421;-17.696321;4.444662
220;4.339587;4.043723;15.244713
221;-23.782274;-3.6791055;-4.5000215
222;-11.4009285;0.6011833;17.80941
223;17.53848;3.9014077;-3.3107562
224;7.7664895;5.632983;9.148475
225;5.872287;-5.838466;12.653513
226;-4.5224705;-20.637836;-5.424335
227;5.035127;21.871984;-5.617535
228;9.326506;-16.634007;17.906075
229;-2.835709;-19.259312;-1.6243207
230;-22.573418;-8.120338;1.1983097
231;4.4105597;6.165066;9.984205
232;-7.9654655;2.8426135;15.971994
233;-0.6459433;6.920648;17.29661
234;-10.989031;8.604625;1.0539745
235;14.980169;0.8541833;5.502686
236;-9.412997;-16.459509;2.8839922
237;-5.2619724;-11.420417;-0.5932786
238;-6.6205454;-13.896345;8.725384
239;0.59754556;10.023132;13.868597
240;7.594524;-8.3117895;-1.8620374
241;8.826081;-20.86715;6.0322824
242;-2.428269;-22.850616;7.473881
243;-7.962787;-4.027303;11.612771
244;-11.96664;-12.61606;8.331455
245;-6.050706;-1.1924467;19.172321
246;-3.484232;-14.336714;6.54803
247;0.638897;-16.029428;6.9807673
248;5.000581;7.17366;14.275686
249;-15.654969;1.0494393;4.63716
250;3.2818;-9.475108;18.532259
251;-3.1856549;-5.651481;14.535466
252;4.699337;10.207081;-6.782277
253;0.8740047;12.746588;15.591039
254;-3.4660048;13.252056;-12.017164
255;-14.660796;-8.922273;-5.3068643
256;-3.043054;-11.89156;15.423898
257;5.674973;-20.192814;1.9749866
258;-14.183667;-0.22495326;-6.593178
259;1.8359555;-10.010437;19.819117
260;-3.32898;-5.827224;12.87964
261;5.1543937;-4.740952;4.4259205
262;4.840215;9.800299;14.629508
263;19.599316;3.506109;-0.4866575
264;6.3505235;-16.624628;11.021977
265;-2.8923814;-14.985143;14.935927
266;-7.3355517;-0.8857218;16.526968
267;9.254257;8.507506;10.221473
268;-12.723769;-17.231424;13.58273
269;3.1656034;-4.06836;10.158544
270;-4.705465;-21.461754;1.8848512
271;-6.013815;2.5553105;0.5637011
272;-2.8583138;-17.111431;13.422596
273;-4.570898;-17.56398;-2.0074053
274;-4.163154;-17.46241;4.867385
275;13.928459;-0.76460767;6.25382
276;8.060805;-6.199059;10.294444
277;-1.7255348;-21.52634;-2.6118972
278;-0.33232802;-21.393944;3.8565814
279;7.2544155;-13.991488;18.849644
280;-14.143275;-2.8485968;-10.520661
281;-18.46877;1.72716;8.803525
282;2.5468478;-1.2336216;14.66532
283;1.2210598;15.126645;-3.4562688
284;-1.0038545;-22.178127;-3.4541595
285;-3.273793;-17.700321;4.3693643
286;15.5065155;2.2945092;6.3343387
287;-0.02229232;-16.161299;19.313152
288;4.5307145;-4.6734757;4.262642
289;7.1107683;15.233995;-13.857759
290;-9.10757;-16.486732;2.8308408
291;-4.3861003;7.998681;18.242477
292;9.169782;7.7548075;14.077497
293;10.256342;-19.422754;11.991802
294;-9.945682;-11.262981;-10.606919
295;3.817406;-3.4753044;14.771472
296;0.63072354;19.958916;-13.901953
297;-3.4294972;-6.3136835;17.5196
298;1.953578;-17.883047;5.3430896
299;10.047787;9.948784;12.573453
300;-7.8646894;17.695702;8.241268
301;-2.3720884;-9.786913;-1.662214
302;7.460915;-15.075056;14.320173
303;1.149733;-19.568594;13.612573
304;-18.626396;7.4801393;11.716961
305;-8.473198;-16.448954;5.1336718
306;-6.8580985;-14.261707;7.9227552
307;-8.694975;-12.920068;9.901038
308;-2.4663682;-17.992846;1.4917506
309;-9.471573;-11.737976;12.201813
310;-7.3077364;-3.137943;1.3279945
311;-10.472556;-11.630325;-8.571803
312;-3.55686;-7.731994;16.275206
313;23.778214;4.7413964;2.526042
314;1.7970545;-18.303896;9.103154
315;8.108241;4.8540797;16.97627
316;-0.5501371;10.772696;19.00329
317;-3.0791075;-14.556076;2.9158428
318;6.944917;-22.47026;12.103389
319;1.3908011;4.258289;11.36665
320;8.164358;8.950584;10.285331
321;2.6189258;-12.953439;4.385247
322;-9.398875;-1.4627354;0.36045134
323;-7.5981755;0.7350498;19.686312
324;-8.656153;-20.37632;12.596569
325;8.238631;-22.819836;5.1308246
326;-16.784172;2.2929447;-1.920427
327;3.6208258;-22.006098;12.116354
328;22.494812;6.4474726;2.3257582
329;-6.8931766;-14.790929;15.225172
330;-0.44215167;9.940135;15.489268
331;-2.216851;-21.842657;-3.0891557
332;-5.7253857;5.2377605;15.957395
333;-4.660406;-15.752259;15.491657
334;-1.8899137;-1.6628711;-4.131622
335;-4.4752483;-14.861704;4.7194524
336;14.022421;2.8368216;14.111817
337;-12.07861;-3.8619921;-15.693812
338;3.631081;-16.374235;10.690933
339;-20.98388;-1.730854;10.455554
340;-0.22388002;-3.6152678;10.537237
341;-9.619064;-3.2249537;21.04025
342;8.844195;1.4026356;-16.180235
343;-6.045127;-14.719446;18.814438
344;-0.95335484;-22.487677;-3.5532172
345;23.333498;-7.2745705;3.6534956
346;2.0363643;10.828751;15.167145
347;0.35143363;-19.764643;2.3816862
348;-12.035696;-14.245385;9.063721
349;6.059193;20.575224;-5.354702
350;5.5664167;-7.363743;6.661107
351;7.793203;-4.663331;-1.6415521
352;4.6830983;-20.319843;2.7387974
353;-5.11193;-14.090092;3.9915385
354;8.446219;-21.256647;7.078475
355;-3.827203;-4.3626018;4.335987
356;-2.9105635;-4.0112696;6.148592
357;-2.8011942;-16.53822;0.64220244
358;-7.349458;-15.747105;19.210728
359;-17.1578;16.441948;-5.1474576
360;1.3618232;-17.740414;9.942251
361;3.146957;-21.020567;6.221669
362;-6.2499065;-4.47595;6.767939
363;1.6609699;4.6885424;17.75665
364;-7.296873;5.614191;18.67797
365;-2.5039902;-15.990981;7.4214306
366;2.077176;11.10891;-7.150563
367;-9.162301;16.901802;9.160158
368;5.2853556;-13.263333;21.90212
369;-20.364227;-2.1109664;6.300436
370;1.2495333;4.441223;18.5976
371;10.139876;-5.3440704;1.2638845
372;-15.913219;-8.567622;-3.2877297
373;-7.037617;-18.87556;11.182905
374;-3.2938623;-14.295936;6.8222313
375;-1.8356923;2.515211;-12.43176
376;-9.05665;-1.0523489;20.048204
377;-0.06673677;-14.720017;17.223772
378;-6.835593;-4.77562;11.881167
379;-13.572412;2.4715865;-6.6112685
380;2.6357164;-0.49015838;6.129321
381;-8.776404;-10.716776;11.29955
382;5.1612835;-9.737562;9.237943
383;-11.241286;1.925454;16.314781
384;4.4305496;-3.4279413;13.4701805
385;-6.035806;6.4746375;18.408136
386;7.353698;-21.013079;3.5165544
387;-0.11703896;-7.058996;0.51386106
388;-8.405089;0.35413396;18.379885
389;6.0369515;-0.7498459;13.432179
390;-4.5297256;-18.513056;4.9353805
391;-10.200299;-10.601738;5.203879
392;4.801235;-15.000507;5.3482523
393;1.2722728;-1.5817567;12.238235
394;4.3364434;-17.149958;10.491925
395;-0.25691044;-5.488967;-7.8423786
396;11.325066;-10.350498;-2.044533
397;0.8703066;-2.2560434;14.15551
398;-11.508461;3.3825774;-17.47257
399;9.287044;-20.268274;14.594547
400;-13.202615;3.3515136;-9.658477
401;-9.011302;-13.09484;11.975382
402;7.3106675;-16.885376;10.5467
403;4.502911;-3.953456;14.802179
404;5.5402794;7.005674;15.022529
405;-8.653311;-17.370804;-0.43749976
406;0.4731824;2.230235;14.212439
407;3.4115484;-13.153479;6.2348666
408;-3.5615995;1.7255588;0.6232096
409;5.448672;-1.811648;5.2284174
410;4.3223224;-8.655728;19.692966
411;-9.302833;9.342972;0.11265086
412;0.27374893;-6.9811893;3.5897248
413;0.024874713;-1.7315593;1.006943
414;-11.79261;-13.794267;-6.059634
415;-1.9311991;10.092824;18.997187
416;4.5243897;-3.2272491;10.363922
417;8.11329;-11.0996475;-1.0172985
418;3.2452376;7.2051907;20.258846
419;11.08349;-6.1170425;10.630279
420;7.2973332;5.3200297;16.8416
421;2.7165089;-19.983767;9.76648
422;-17.888273;-0.5198079;-10.385633
423;6.69511;7.214998;16.41841
424;-8.989189;0.6777455;20.084242
425;-15.518402;5.769926;6.0253906
426;3.6361217;-7.576085;3.5318882
427;-9.292449;1.709456;16.956322
428;-3.6948543;6.041442;16.044867
429;-6.913489;-11.286449;11.556166
430;-22.381071;2.503358;8.67832
431;10.818394;-3.50122;12.439665
432;-5.6629114;-4.654857;-6.634423
433;6.821982;-14.830704;17.980322
434;7.4815354;-19.611795;12.307586
435;1.742184;0.901165;20.29637
436;-8.831132;-3.895072;10.729618
437;-4.608988;-16.555246;-1.1057485
438;3.1221788;7.425188;20.125929
439;4.762846;7.5600896;14.91103
440;-3.201324;-22.613535;-2.5853689
441;5.4137216;2.1686378;-4.788759
442;4.2297716;-11.842264;21.9783
443;-3.981237;23.106716;1.0423942
444;0.6566956;-12.988953;16.951563
445;-6.7842445;15.70949;5.1993923
446;-3.1839924;-16.683695;-2.3813524
447;-9.842101;4.4197063;0.52931225
448;-5.6869717;3.687073;17.874676
449;-7.4168477;-15.347697;17.756687
450;-9.266038;18.423197;6.9196997
451;-2.7259994;-18.691608;17.444735
452;-7.3893323;5.403229;17.134287
453;9.388259;9.2091;8.623247
454;0.21482213;10.387533;19.12342
455;-0.4711654;-8.416748;9.533327
456;-1.9011294;-17.47352;1.8361447
457;5.831883;-14.545519;7.6248837
458;-5.8393183;-11.525575;12.31018
459;-16.416935;8.084833;-3.3796973
460;-24.99859;-5.5129457;-6.598359
461;11.520666;-1.4625105;16.70934
462;2.2739818;-5.6911554;12.179774
463;5.1245255;-4.3944035;5.809401
464;-8.729404;-18.078865;11.645718
465;-14.0009165;8.213636;7.00089
466;6.5260773;-16.211088;18.006353
467;5.14261;-13.163849;7.045102
468;-5.60012;-21.153908;1.6438773
469;-24.459139;-4.44403;-2.4436631
470;-2.2180154;-4.2898;21.044586
471;9.504554;-15.198939;18.018911
472;1.2809587;9.576968;18.732687
473;1.4176377;-2.6313164;3.3472638
474;14.253923;3.7731;6.415894
475;-4.4050536;21.195572;-4.27786
476;-7.9442763;-6.2214956;10.437982
477;8.446434;-13.571638;12.574261
478;-16.25362;-2.8901975;-11.322624
479;11.553593;-9.968791;-1.1690232
480;-7.268662;-15.081542;9.844154
481;8.857163;-14.269139;12.136743
482;5.0540314;-13.911408;10.161814
483;5.1808114;-16.04559;17.509472
484;16.188255;2.560653;3.5668218
485;-2.970931;18.066408;-11.408098
486;6.0471582;-18.529673;12.683862
487;-10.139857;-15.26478;18.966806
488;0.65676886;-5.055216;11.176647
489;1.2550309;-6.098469;1.6370091
490;15.9732065;-10.375829;-15.550821
491;-3.0100243;9.629266;17.344503
492;10.061626;-22.640306;10.372724
493;-9.992611;-17.241806;11.044272
494;-7.942211;-13.13653;9.333524
495;3.5089412;-20.650808;6.587327
496;-20.26224;9.903254;6.6846895
497;-8.002249;-20.293756;0.47004622
498;-12.796852;0.6610513;19.049849
499;2.6216953;8.378588;3.9597247
500;-4.079242;-21.030375;-5.0369053
501;-10.158677;18.48724;8.235333
502;-10.357017;0.20580068;-2.1763885
503;12.770279;6.1938977;8.210914
504;1.5479014;23.999825;-7.6399474
505;-9.343631;-11.773276;11.666818
506;21.323633;1.7971889;0.847717
507;-8.112844;-16.714075;1.792779
508;-3.3320873;22.285688;1.0443642
509;8.820925;-15.582398;6.724026
510;-7.31335;-5.293941;17.896666
511;-0.93606734;14.376389;-3.696616
512;-3.2975717;-0.11271794;14.170143
513;9.916429;3.7032933;16.011871
514;-9.74743;-11.799506;5.8019996
515;-9.929584;-12.0020685;5.324853
516;-8.224848;-21.040243;-1.7843262
517;0.7765465;-6.622853;12.84115
518;6.476257;2.166856;16.203459
519;-5.2413425;2.7837882;9.740397
520;-1.7104452;-3.7910655;-7.442774
521;-8.381956;-12.2163105;6.7516913
522;-1.3568289;-22.050238;8.51264
523;10.954284;9.801198;11.626249
524;-1.7651927;-4.059767;8.275977
525;-18.10663;3.6979747;10.187154
526;13.627359;-4.438639;0.7304727
527;13.330763;-8.832352;12.34884
528;1.9794356;-17.850641;14.503496
529;1.758331;22.127363;-2.3421464
530;2.8637462;22.882011;-9.115239
531;-7.493283;1.6713828;15.899393
532;10.002954;-17.726984;6.9020863
533;-3.632508;-6.5948243;17.761612
534;-3.978794;23.695873;-2.4872222
535;0.07066157;-11.705125;19.559479
536;-9.814722;-9.649438;10.112509
537;19.35655;-4.085334;-12.860841
538;12.654541;5.398261;12.860679
539;-8.128107;-3.8536315;19.342453
540;-6.0438604;-17.823505;13.166205
541;-7.487056;6.098845;19.304697
542;-3.38515;-12.595975;3.0587158
543;-1.1752857;-19.901943;3.9175606
544;-7.2710853;-4.1300554;16.562815
545;3.1655972;1.0010728;19.089634
546;8.469272;-19.853167;8.980722
547;8.744302;-5.4277844;2.3169465
548;10.328233;-2.515821;10.895914
549;-10.406375;0.31047058;17.353947
550;-12.12945;-3.6434767;-0.8084647
551;13.258511;-1.404367;6.13588
552;3.1084502;21.75695;-16.513454
553;-3.142925;-5.676646;16.427313
554;-7.670886;-14.568608;8.119077
555;-4.121464;-16.01013;15.789163
556;-12.646651;-8.023893;-9.070105
557;-4.401667;-15.517763;4.5562277
558;15.2413;0.064432874;10.932937
559;-10.528052;-11.453587;-8.062801
560;-10.079365;4.426832;0.50115734
561;10.222543;2.0529919;-0.04174008
562;4.761287;2.4434214;7.1299396
563;-7.8651466;-10.815713;10.58956
564;-14.741502;-9.004126;-6.611051
565;-19.894018;-5.03591;-5.108746
566;10.03247;-18.83626;8.866534
567;-6.7670817;-12.89156;13.448511
568;-9.176636;-16.591566;3.4046402
569;-4.9173045;-3.6071985;0.64413947
570;-1.2664136;-0.021764023;13.233217
571;-14.785143;-7.3524356;-9.515525
572;4.9111223;-16.795033;5.4162526
573;10.480514;-18.641863;6.05642
574;9.788736;-19.893122;7.7558126
575;-3.417382;-22.059477;5.324526
576;6.499885;-23.794308;7.819429
577;-19.424063;7.6666894;4.3186965
578;4.5659847;-21.372501;8.931064
579;7.6610575;-16.367151;9.738732
580;-3.3235188;17.545078;-4.799482
581;-4.666928;-19.916285;-1.5906368
582;6.764483;-18.56159;3.314775
583;8.455113;-14.707993;17.373869
584;6.7347407;6.685512;17.604467
585;3.6812;-10.106649;17.03913
586;-4.23395;-2.7793362;10.928354
587;3.8544486;-18.746305;8.197102
588;-11.02557;-5.9312854;-12.217729
589;-0.12632078;-17.843418;5.4927864
590;11.314529;-7.445509;-5.1570673
591;-3.9775488;-5.027366;5.6702576
592;9.00296;-20.859829;10.337271
593;-1.1336234;-6.577549;20.754274
594;-3.3777828;16.53997;6.708456
595;-14.665518;-8.476615;-11.372236
596;4.3552065;-22.41126;7.6114445
597;1.4726475;22.860285;-3.958131
598;15.233858;-0.5820633;12.784772
599;4.431174;3.5740986;17.923569
600;8.490562;-21.395567;7.2084856
601;0.4004228;19.982956;-12.422742
602;5.279028;-13.62908;-7.3525834
603;-19.307777;8.006976;7.947562
604;-19.863657;-6.1737046;-9.988748
605;5.784693;-17.460068;19.296513
606;3.7460296;-0.7789643;0.8390817
607;3.511646;-21.976223;10.69249
608;-4.3181043;4.2697053;19.115664
609;15.233651;-8.480728;10.760218
610;6.4460974;2.1696033;16.130949
611;-7.146196;-3.6070762;8.560414
612;-26.892279;3.4980633;-4.7818336
613;6.173284;-18.0208;7.2091694
614;7.0475707;-12.371021;19.404799
615;3.6731157;14.427326;9.61702
616;-13.959756;1.6940167;-7.10111
617;-3.0547829;-14.253088;2.6034472
618;2.1861813;23.686852;-10.334149
619;-11.0794115;-16.211437;13.615917
620;1.9311184;-0.977584;16.390759
621;-7.0948377;-15.255552;17.573336
622;3.2629285;-7.75642;11.8574095
623;-21.294817;-1.2553314;10.289362
624;-8.227365;-15.908486;4.8344436
625;-5.828469;-6.231247;5.668328
626;16.695782;3.355634;4.6083484
627;-0.2239494;-16.846624;14.068721
628;-9.50074;-12.867013;12.190245
629;4.374934;-9.275366;19.387897
630;-10.058255;15.792898;-14.115443
631;3.233949;-17.24629;17.551428
632;2.4687219;-14.506055;18.611868
633;11.325823;6.9262156;10.080611
634;14.725523;0.8276322;13.953695
635;-16.491573;-3.3314824;2.1244385
636;-23.69409;-4.498503;-10.41766
637;-16.873266;7.819872;-7.6316075
638;16.52402;0.6547375;9.333558
639;2.5951009;-10.022978;18.722136
640;5.398501;-14.300025;21.127716
641;-10.883061;15.882992;12.06928
642;-1.4171033;-5.763564;6.7591443
643;12.173442;4.652132;11.870023
644;-6.2830024;-19.685495;-2.0467706
645;-22.022423;-6.645842;-8.297512
646;-2.5887432;-16.705906;5.32745
647;3.477676;7.880439;11.845178
648;2.5480723;4.1607704;10.252436
649;-20.66135;5.7451744;10.847726
650;-5.7800536;-7.8454695;13.134074
651;-12.672304;7.618822;3.8809445
652;-14.04034;3.662925;-2.5653553
653;-10.530883;18.09049;8.036359
654;9.122108;7.776712;14.108245
655;10.720312;-21.847689;10.836141
656;3.0051308;-19.872726;6.142002
657;-0.31546408;-2.080331;16.50247
658;-2.242667;-5.2376194;8.874542
659;1.6904583;0.5753611;20.806112
660;-17.046768;-8.854884;-4.265416
661;7.011446;-22.518183;12.157949
662;2.1965437;-8.723281;-0.08247661
663;8.750422;5.785115;7.8484163
664;-4.557109;-14.438608;4.617887
665;-7.220702;-17.155725;13.871461
666;-3.1212432;7.052615;-12.300814
667;-7.089119;-16.966574;19.101025
668;-8.569264;-18.225252;15.145771
669;-7.011045;14.91473;-4.4295006
670;5.786142;-16.854073;2.907149
671;10.304755;-16.299026;6.5129013
672;-6.0891356;-3.629895;18.249384
673;-8.8045225;-15.613331;12.178956
674;-2.6673193;-14.3017;2.371317
675;-5.8554835;2.994102;-8.449615
676;4.5447946;5.5190783;12.989045
677;11.477345;-21.583014;10.007005
678;-11.205073;-16.611149;13.86001
679;2.6071265;-13.285463;4.4263873
680;-16.139715;-9.517082;-7.534555
681;5.6167936;-11.649109;20.159847
682;-0.19871253;12.459553;-20.24229
683;-9.700337;-14.342484;17.610151
684;10.40076;-5.132349;1.579617
685;3.6243432;-3.2708447;7.669269
686;-4.0610533;-17.363255;2.6999383
687;4.4668727;-16.762077;10.283847
688;9.567042;8.8884325;8.670998
689;9.4129715;-3.6173968;2.7721033
690;10.172901;-20.241764;9.852802
691;2.7148643;-17.524319;17.125357
692;-14.67641;-3.0756314;0.6565795
693;6.230487;-17.163176;7.889771
694;-0.5723877;-14.9723835;3.236983
695;-18.755533;-1.9547532;3.9015398
696;2.3883696;-18.137848;13.872218
697;-5.1701174;-8.509453;15.6900015
698;12.066904;-9.5495405;-0.8031121
699;-3.1476424;-15.38104;14.763438
700;9.146573;-3.7098918;-2.247066
701;11.269808;-2.071478;10.1330805
702;-4.642612;-5.610656;18.76311
703;-12.688974;7.721116;0.868344
704;-7.666513;-9.776371;-9.113953
705;12.939384;9.301189;10.878861
706;5.015062;6.3532505;9.148264
707;-6.533852;-13.796462;10.790691
708;6.6622076;-18.208128;19.215553
709;-1.2970562;-4.667761;0.048440464
710;-8.96652;-10.803093;10.266578
711;-3.2467477;-16.820066;4.048918
712;-6.702041;-20.453215;-1.6947638
713;3.440576;-17.111673;17.14819
714;-2.0331867;2.7661576;-12.477586
715;-6.835121;-16.363846;12.884691
716;-3.9604108;18.965338;-13.685028
717;-2.7722895;-17.18059;1.5900513
718;-6.904331;-17.800697;14.513774
719;-1.1851225;-12.596564;18.923132
