;0;1
347;-12.660552;44.036224
348;-29.048323;29.097448
349;46.144657;-35.0581
350;-6.8836913;20.497265
351;8.944055;26.690872
352;-11.4238615;39.6464
353;-21.160013;34.26013
354;-8.204579;47.081757
355;-24.26715;20.426086
356;-23.270931;15.714791
357;-2.0311663;54.892963
358;-43.708336;37.946487
359;10.243234;-22.646132
360;-17.234627;46.683956
361;-11.072028;47.434566
362;-25.431839;14.225941
363;-32.228107;1.6028202
364;-44.780666;6.0726423
365;-20.072294;40.207874
366;23.203856;-20.358105
367;0.24261658;-16.088406
368;-37.343063;57.23547
369;-41.581264;-35.57168
370;-34.46983;1.0425555
371;9.090362;30.50611
372;-23.51947;-40.448395
373;-32.126717;37.900383
374;-19.370878;38.89855
375;-3.2915184;-9.997499
376;-47.99684;13.647978
377;-34.27139;48.969185
378;-33.216774;18.903004
379;-19.574108;-35.623276
380;-10.815206;10.157403
381;-35.252903;27.723284
382;-9.19543;28.115395
383;-48.326305;8.827605
384;-15.6938505;16.702248
385;-44.018795;4.551653
386;-6.4583654;43.794056
387;-2.1803887;29.386097
388;-47.14872;12.222607
389;-16.369036;14.181699
390;-22.370861;38.401295
391;-28.409822;25.595922
392;-10.64431;39.045036
393;-19.740398;14.838882
394;-22.602123;49.88044
395;1.775557;19.00649
396;11.012787;35.159576
397;-19.170416;16.135855
398;4.0220294;-30.061728
399;-25.314322;59.82838
400;-14.705202;-27.984413
401;-35.718945;30.232197
402;-21.751402;52.06516
403;-15.806027;16.713858
404;-29.60344;-3.5005155
405;-4.5536695;64.3482
406;-26.594776;5.057065
407;-11.982196;35.929146
408;-4.5433774;-1.235882
409;-6.9110003;13.20319
410;-39.966366;54.085796
411;-27.612093;-15.069246
412;-12.1590805;29.49551
413;-2.2688043;8.768862
414;-2.7905405;-55.043346
415;-42.33711;-1.8481067
416;-11.725817;15.59716
417;11.358938;33.7737
418;-41.085087;-8.681727
419;-9.437647;22.113525
420;-31.21268;-1.6627358
421;-15.572647;48.95452
422;-16.823423;-40.51268
423;-31.20093;-3.32628
424;-47.17456;12.218672
425;-36.10439;-19.82019
426;-2.094039;19.00564
427;-46.812813;9.707576
428;-40.509876;4.1751366
429;-35.925858;27.574379
430;-45.48957;-29.694782
431;-10.966794;19.773241
432;-7.6111097;-27.329235
433;-32.244007;57.22214
434;-23.103897;53.958473
435;-34.022964;4.1510506
436;-34.713295;19.006712
437;-0.5210228;55.92781
438;-41.177853;-8.560925
439;-30.443787;-6.96711
440;1.9534479;59.13621
441;12.603915;15.108139
442;-38.53461;56.4359
443;14.259681;-47.312626
444;-35.630714;50.204712
445;1.4415619;-12.630159
446;0.3446838;56.18385
447;-25.48588;-23.259624
448;-43.105476;7.225858
449;-42.181973;37.438564
450;1.7437304;-18.358093
451;-41.33515;43.247913
452;-44.16577;6.222157
453;18.289389;-4.632589
454;-42.44566;-4.2961497
455;-16.13098;26.965553
456;-2.5558736;55.041046
457;-20.634422;48.620125
458;-36.762463;25.909506
459;-17.927578;-21.846897
460;-27.923874;-44.922523
461;0.6098396;-7.880265
462;-18.6982;19.642778
463;-4.86803;19.309393
464;-34.467213;36.821716
465;-45.323364;-20.661621
466;-31.491278;56.48879
467;-9.939243;36.46699
468;-5.5109816;60.03853
469;-33.21734;-47.69117
470;-38.262447;-2.9693913
471;-31.177153;59.84848
472;-41.916428;-5.135672
473;-5.0925083;11.905766
474;19.46175;-0.095529735
475;14.748489;-41.066257
476;-32.407;21.471027
477;-23.23833;46.775436
478;-10.073966;-43.79607
479;11.390671;35.187378
480;-31.198914;34.054436
481;-22.838646;47.185764
482;-22.666855;48.98606
483;-31.760593;54.441174
484;31.614517;5.334837
485;33.18562;-42.31255
486;-22.99129;53.07874
487;-43.601494;35.415836
488;-23.208456;12.980941
489;1.8536817;26.637959
490;37.945896;37.90243
491;-42.81381;0.30752376
492;-4.594901;47.969322
493;-33.26065;34.26488
494;-32.083405;29.862144
495;-11.876587;47.267193
496;-47.35392;-15.811501
497;-4.43681;62.476486
498;-50.734688;10.289419
499;-13.878649;-1.2189856
500;1.9916857;61.43329
501;0.20751645;-17.795334
502;-20.131582;-25.278067
503;20.151695;1.0527494
504;27.025726;-42.721172
505;-35.89959;29.017076
506;36.307667;9.601495
507;-23.34804;31.632048
508;14.858769;-47.630146
509;-18.380053;53.552517
510;-44.511337;17.933426
511;26.205912;-32.915688
512;-31.69155;10.879548
513;-14.9894285;20.62323
514;-29.04216;26.632324
515;-28.34218;26.779232
516;-2.1261885;63.012306
517;-19.216808;20.965364
518;-29.622797;0.17670494
519;-26.758707;8.9679575
520;1.2088988;17.306252
521;-30.083635;27.94203
522;-13.836238;51.15702
523;16.651073;-2.6384325
524;-25.777054;16.98832
525;-46.284782;-22.886337
526;27.966623;19.983925
527;-9.811695;23.899818
528;-29.324684;48.74548
529;22.823364;-43.8894
530;40.904964;-39.288246
531;-42.525013;10.1783285
532;-9.873537;51.77058
533;-43.630093;21.702066
534;14.770611;-43.7393
535;-37.936745;48.60944
536;-33.846115;26.486181
537;38.088367;35.58873
538;20.914284;4.372162
539;-47.04967;15.973794
540;-36.229553;39.950768
541;-45.151215;5.5763855
542;-17.974072;34.103
543;-14.167613;46.575302
544;-43.10114;16.445272
545;-32.825596;3.5603857
546;-5.9864917;48.02782
547;-2.4000902;24.424671
548;-9.919597;18.919943
549;-48.50737;10.656984
550;-26.469254;-28.927387
551;21.545645;9.630973
552;7.201255;-18.820232
553;-39.936974;20.024233
554;-30.3816;31.862125
555;-39.654034;41.060318
556;-5.4177003;-42.92149
557;-17.805597;36.36324
558;23.691427;8.753802
559;-3.2557425;-51.48525
560;-25.51247;-23.480286
561;15.850015;13.791701
562;-10.858928;5.769606
563;-34.816853;27.34743
564;-8.905514;-45.041824
565;-23.346884;-44.52802
566;-8.009555;49.856987
567;-37.761852;29.824394
568;-24.474575;31.410238
569;-5.401788;14.754788
570;-30.747889;9.433757
571;-9.468445;-43.052883
572;-10.373024;40.52474
573;-9.1878805;51.270164
574;-8.366788;49.226814
575;-16.657713;36.30149
576;-6.5331078;45.42294
577;-49.501587;-27.776968
578;-16.607027;51.398834
579;-20.604904;52.09604
580;17.931343;-38.06843
581;-1.3779134;59.802753
582;-8.613872;41.009262
583;-31.409594;58.885643
584;-31.780525;-2.68124
585;-37.61109;52.41722
586;-18.259287;0.71940863
587;-16.773552;49.067097
588;-3.781824;-41.775833
589;-15.706438;44.03341
590;12.898135;29.00364
591;-23.1534;14.430923
592;-6.50018;49.020763
593;-47.83695;23.702406
594;-0.33042136;-0.6392819
595;-9.1470585;-47.078964
596;-10.404125;44.90638
597;24.273323;-44.412548
598;24.014967;9.83386
599;-31.994467;1.017064
600;-8.308782;46.94423
601;35.06944;-35.335777
602;1.8746617;32.30384
603;-48.49447;-19.05083
604;-21.48005;-47.56248
605;-31.423012;55.121357
606;-5.056603;10.838488
607;-15.409898;54.55209
608;-42.287594;5.622927
609;28.905972;27.801123
610;-29.541311;0.22661994
611;-30.409754;16.124231
612;-14.905604;-56.11099
613;-6.985396;40.707367
614;-35.27047;58.762238
615;-20.95334;-8.258085
616;-16.626759;-30.97598
617;-19.05006;34.66078
618;39.707794;-40.192055
619;-36.149097;34.411884
620;-30.986788;6.321718
621;-42.107506;37.723133
622;-17.916878;21.689869
623;-47.139103;-34.81016
624;-25.608696;32.162983
625;-24.14184;12.968481
626;29.634426;5.6382384
627;-28.815214;46.319344
628;-36.12516;30.063606
629;-39.191105;54.142426
630;37.58323;-48.99233
631;-31.342165;52.111744
632;-34.53779;52.33499
633;18.54674;0.30415475
634;23.289133;7.9059343
635;-32.49093;-35.76797
636;-20.433;-47.59863
637;-18.35642;-26.150417
638;26.414127;8.514886
639;-39.2686;52.142345
640;-37.442177;58.14822
641;-3.919776;-15.301049
642;-22.527237;16.452982
643;20.073532;4.087692
644;-1.6519341;61.887108
645;-23.40452;-48.35852
646;-21.53085;39.388573
647;-26.051952;-3.3583517
648;-16.11111;6.2366095
649;-49.89981;-22.418163
650;-36.825325;22.335287
651;-31.556295;-18.348652
652;-24.424778;-24.849836
653;0.60145736;-17.877186
654;13.130361;-7.0060167
655;-4.5267425;48.985092
656;-14.027476;45.39889
657;-29.77909;12.348275
658;-25.898731;17.78256
659;-34.323593;4.3010964
660;-23.421429;-42.86042
661;-19.091331;50.984554
662;4.142064;26.478548
663;12.508589;5.9499316
664;-17.93131;35.84298
665;-37.008556;37.90239
666;18.298002;-24.334436
667;-43.84243;38.86552
668;-38.723858;35.89902
669;17.536127;-36.080677
670;-8.031475;38.71709
671;-18.011805;55.331245
672;-42.320633;18.216705
673;-36.032482;36.179398
674;-19.035324;34.517414
675;-10.720373;-20.302753
676;-25.434765;-0.39586154
677;-4.9461637;48.98588
678;-36.532745;34.521374
679;-13.00178;36.84087
680;-10.89933;-46.411026
681;-36.527306;58.206715
682;37.09402;-19.020796
683;-42.572113;34.965546
684;8.7818;30.30494
685;-9.033971;14.539029
686;-21.687893;35.810818
687;-22.686865;50.14387
688;18.316092;-4.3280644
689;-1.2091832;23.206238
690;-6.4338737;49.561653
691;-31.25897;51.65675
692;-30.60543;-35.11502
693;-18.496387;49.172783
694;-16.080786;39.87351
695;-37.86811;-33.090645
696;-28.8502;48.299904
697;-39.76017;23.042994
698;11.995841;34.88487
699;-37.08266;42.56015
700;8.756844;26.919098
701;-3.487771;17.5547
702;-44.723972;20.959827
703;-28.07284;-17.842434
704;-2.5210924;-30.572842
705;23.557116;1.5251486
706;-14.116632;5.3374004
707;-33.29809;30.68211
708;-30.79335;55.584053
709;-6.9207826;14.960249
710;-34.305233;27.642208
711;-21.333637;37.078934
712;-2.0866168;62.164967
713;-30.93662;52.34769
714;-3.5898314;-9.981723
715;-36.995247;38.478817
716;35.33711;-43.85268
717;-3.242003;55.53071
718;-37.988132;38.275356
719;-36.858025;47.24786
720;-40.59108;-7.994787
721;-37.05925;16.750257
722;-34.889774;-29.49311
723;-19.612646;43.957924
724;-23.910494;55.051643
725;-30.396246;9.587159
726;4.5924344;-30.574171
727;-43.913403;21.482046
728;33.817497;-46.30371
729;0.7004291;17.969902
730;-4.064507;63.92943
731;-1.8693547;21.210934
732;-24.518326;-22.800756
733;-31.239256;58.128838
734;-40.425785;38.904533
735;-26.024082;56.912308
736;14.564148;-35.74231
737;-37.013206;57.80413
738;-30.596031;-16.205175
739;-4.155299;20.495491
740;-12.831467;-0.24417944
741;-4.5986342;46.1965
742;-12.158881;53.184998
743;-12.230231;-14.03679
744;-30.848864;-4.0993414
745;-22.232777;-40.866238
746;-29.38163;-31.910261
747;-39.47269;27.877111
748;-18.395645;53.792755
749;-3.2381117;27.330616
750;17.09321;-41.169113
751;3.2688985;59.41208
752;-40.697323;3.0479896
753;-38.373066;57.60876
754;15.75949;9.360125
755;-24.74003;30.541061
756;-47.54228;16.014729
757;-8.081749;-45.091938
758;-42.28458;33.481857
759;-38.239563;-46.065323
760;-37.44813;-19.749641
761;-33.169582;30.81542
762;-5.6725945;20.923393
763;-4.010616;63.843124
764;-24.400694;17.893877
765;-44.691483;20.934464
766;-15.032171;51.560474
767;-34.17255;35.435986
768;-6.7907434;20.463346
769;-31.348932;53.618786
770;-14.7300825;47.600994
771;-41.07136;39.983852
772;-37.810947;-21.959372
773;-20.2777;19.379587
774;-5.401168;-10.81698
775;-13.93957;51.851604
776;-48.59407;24.626587
777;-39.099064;34.607555
778;-28.394773;-2.6041133
779;23.322062;1.6596208
780;26.484241;5.1120114
781;-14.501071;45.327335
782;-11.037565;-27.13293
783;-30.789116;28.369041
784;-14.907025;-21.4527
785;15.947754;-1.7750461
786;-45.97156;12.239076
787;-2.7794175;21.533024
788;8.469254;33.538013
789;-32.548862;55.75682
790;-24.553082;10.395395
791;-31.565468;55.976955
792;-18.428162;13.768858
793;-17.087164;8.1597395
794;-43.830917;37.828163
795;27.708426;-43.970833
796;38.821922;-35.882904
797;-5.9837346;19.412933
798;-41.298832;43.19472
799;-43.1139;40.20771
800;-49.531075;12.128579
801;-4.8297963;-13.581808
802;-5.1837397;49.128773
803;-24.846716;59.40355
804;-19.53783;48.963314
805;-44.739014;-32.205498
806;-21.10816;-35.19546
807;-2.1331594;-52.05229
808;-17.581583;1.198799
809;-41.06043;-8.704782
810;-0.98402965;60.946907
811;-47.155365;12.301223
812;-1.7082788;64.407326
813;0.18456535;-16.798613
814;17.953928;-38.7514
815;11.298216;36.06954
816;1.4460566;17.789032
817;-28.799057;-16.43485
818;-27.583199;-18.577667
819;-47.034595;18.342752
820;-27.58705;-0.9932431
821;28.161911;-28.752724
822;17.943106;-4.6981683
823;-42.508106;33.86934
824;-12.294114;44.61546
825;17.906836;-3.9586914
826;-34.424282;4.367379
827;-14.223623;51.7276
828;-5.8084426;44.666477
829;12.963895;5.6332417
830;-9.162191;51.31969
831;-6.956202;43.883484
832;29.355827;43.310406
833;-32.87052;60.587032
834;-3.606319;20.917736
835;1.6710212;60.691097
836;-38.67303;52.36048
837;-23.052153;53.607212
838;-51.22442;-21.126297
839;-28.206697;55.069294
840;-34.74414;-0.2357983
841;-3.3993149;-40.787502
842;-39.365368;52.256416
843;-5.639098;-52.484486
844;-30.172234;5.182546
845;-11.362828;23.63825
846;-40.57715;-24.039398
847;-8.603664;18.09941
848;-18.571821;34.45193
849;-0.6971402;-17.670902
850;-14.475667;-14.298976
851;-13.696081;-37.953888
852;-34.3982;4.3500023
853;-45.889946;11.800315
854;-43.795227;7.463038
855;-4.0179687;-15.1586895
856;36.969448;-34.642113
857;-41.26401;27.273428
858;-15.609215;-22.216671
859;-1.2521601;57.053635
860;-30.082674;-32.579967
861;-30.070988;5.336412
862;0.8315392;-38.85469
863;-3.545267;-15.512298
864;-49.162422;10.583486
865;-50.649628;-16.54807
866;-41.708256;-18.706398
867;-24.329796;21.842192
868;-29.483723;26.61193
869;-27.09465;-56.45895
870;-41.346157;39.80858
871;-12.92145;43.30433
872;-33.4372;30.50055
873;-7.990844;-24.734007
874;-21.783537;42.4203
875;0.48510945;57.027775
876;-22.701227;29.45958
877;-9.606582;51.277195
878;-6.9984155;-21.442894
879;19.549505;0.37050292
880;-13.497452;20.44339
881;-31.488268;52.128532
882;-13.955414;6.154256
883;-17.378048;16.808744
884;1.1409407;61.624744
885;-8.548165;-45.81869
886;-35.31379;-42.2896
887;-26.865692;51.847942
888;-41.095173;-8.771769
889;-31.30715;53.374977
890;-30.036348;17.70063
891;-28.024828;-18.795132
892;-40.83615;-45.316467
893;-1.6678367;21.50209
894;12.873789;4.953331
895;-24.941273;49.804787
896;-16.134335;21.002623
897;1.6074476;61.556652
898;12.142205;9.25859
899;43.46598;-39.01337
900;-24.294275;-6.6830707
901;-22.829653;37.73836
902;-31.672995;-2.6496174
903;-0.3696545;57.61545
904;14.29611;-47.90077
905;-30.023115;38.829517
906;-42.549576;34.363804
907;-17.878517;13.900229
908;-31.484877;-16.231152
909;-9.078131;20.158405
910;-27.747473;41.467896
911;-31.287394;10.593888
912;-31.229803;20.944525
913;-8.742038;-51.98867
914;1.4490942;60.104847
915;-4.804823;29.706928
916;-8.946085;14.542695
917;-7.3324695;43.11785
918;-30.848824;27.691725
919;-9.958033;23.145042
920;-31.486055;-3.1476686
921;-34.985138;7.6629114
922;-36.031075;50.515602
923;14.284471;-47.762245
924;-4.248145;-54.678894
925;22.468185;6.2451963
926;-41.43523;-20.068876
927;-32.901226;12.267628
928;-48.76305;25.570665
929;-4.072268;-15.19243
930;-1.3583144;-4.8660502
931;-17.712452;43.757587
932;-40.24325;10.859472
933;-49.423523;15.057473
934;2.0740335;61.120087
935;-4.1868963;-54.667393
936;20.945686;-37.469025
937;0.063412316;-18.39138
938;-37.49644;20.281696
939;-22.148733;50.027225
940;-39.348473;31.277355
941;-28.905071;-49.846943
942;10.225022;39.19074
943;-47.07281;17.399256
944;17.383045;-4.120592
945;-1.2288136;27.609907
946;-31.77867;5.735184
947;-41.400013;-32.019047
948;-13.499122;40.62247
949;7.8338175;6.168322
950;-40.3398;32.30594
951;-28.070158;-47.09313
952;-3.2159255;61.13711
953;25.042551;-44.26101
954;-47.69765;22.551275
955;0.8960248;-7.91727
956;-19.754824;45.57698
957;-40.828506;-43.15129
958;-27.752449;42.707947
959;-30.689777;55.779854
960;-24.278652;-23.949282
961;-25.10288;45.93718
962;1.8846765;61.74923
963;22.520336;8.65017
964;-24.807175;11.631556
965;-40.228477;-9.446694
966;-6.417385;22.626108
967;-32.62971;42.73542
968;-34.754185;55.644547
969;-10.10587;45.312588
970;-46.417995;13.039873
971;-5.737826;-9.1673155
972;-41.133575;-0.94851923
973;-7.2078466;48.932095
974;-5.9765816;64.71291
975;0.3639636;-13.298168
976;-34.15108;55.354435
977;-21.486498;42.394554
978;-4.783163;59.84568
979;-24.267084;6.3954916
980;-2.6944537;19.794262
981;-14.566848;43.760666
982;-5.3469186;-41.626007
983;-39.148067;24.880243
984;-12.89218;-54.970943
985;-42.5365;15.948576
986;-12.963482;-43.588665
987;-31.72661;-4.9709973
988;-42.603306;-4.2897506
989;-35.291668;41.038155
990;-18.591333;-22.676157
991;-12.29308;39.131
992;-38.494263;41.39417
993;-24.619946;49.71471
994;-3.2498531;54.667587
995;-8.440363;46.57211
996;-2.6518059;61.471413
997;-28.39092;53.72475
998;38.44221;-40.304028
999;-45.41232;37.186253
1000;-32.811928;25.954824
1001;-3.7675822;58.15385
1002;-12.331733;21.558748
1003;-24.363111;17.54787
1004;-34.398266;29.638832
1005;-19.860325;34.380764
1006;-42.74474;-3.2061963
1007;-23.775352;6.142257
1008;-37.52221;47.37601
1009;-10.540473;54.367332
1010;1.6292707;-12.639241
1011;32.095528;-38.241005
1012;-39.76594;40.393517
1013;-18.657412;-26.32619
1014;-39.66838;-4.413799
1015;-46.78213;9.472176
1016;25.525461;-40.723778
1017;-36.339935;38.526543
1018;28.050476;-30.176527
1019;-34.65316;19.039341
1020;-8.545237;21.283306
1021;-13.386303;43.440666
1022;-43.59297;37.98215
1023;-19.596807;-47.85187
1024;-28.624985;30.713667
1025;-47.885902;10.543792
1026;18.765093;-40.76705
1027;-44.23348;40.49678
1028;-47.38354;-16.41693
1029;-30.766867;-0.57409066
1030;2.8121328;26.583345
1031;-22.694645;54.90127
1032;-24.149696;7.827393
1033;-26.757019;-23.722187
1034;-18.76422;49.149742
1035;-17.196022;46.023617
1036;-46.861187;9.605467
1037;-3.6322122;64.35678
1038;-43.561535;37.41271
1039;-42.99525;37.706367
1040;-19.735527;-46.84497
1041;-23.728981;29.586119
1042;-21.356432;-54.18647
